file,url,boxes,is_primary,Is there a face?,Hard to spot?,Accident or design?,Emotion?,Person or creature?,Gender?,Amusing?,Common?,Flags,num_boxes,train,split
000000706.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000706.jpg,"[[325, 186, 186, 254]]",[True],Yes,,Design,Neutral,Human-Adult,Male,No,Somewhat,,1,True,0
000015525.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015525.jpg,"[[93, 146, 268, 267]]",[True],Yes,Medium,Accident,Sad,Animal,Neutral,No,Uncommon,,1,False,3
000016902.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016902.jpg,"[[156, 286, 22, 39]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],1,True,0
000006956.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006956.jpg,"[[218, 238, 57, 66]]",[True],Yes,Hard,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,True,2
000024641.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024641.jpg,"[[254, 312, 35, 42], [87, 313, 41, 46]]","[True, False]",Several,Easy,Design,Neutral,Human-Adult,Male,No,Somewhat,,2,True,1
000009328.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009328.jpg,"[[16, 176, 151, 81], [306, 264, 164, 109]]","[True, False]",Several,Easy,Design,Happy,Cartoon,Neutral,No,Common,,2,True,0
000024592.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024592.jpg,"[[59, 91, 279, 408]]",[True],Yes,Easy,Accident,Scared,Robot,Neutral,Yes,Uncommon,,1,True,1
000007198.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007198.jpg,"[[360.244, 197.85, 98.57, 145.374]]",[True],Yes,Hard,,Surprised,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000009234.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009234.jpg,"[[144, 148, 180, 166]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,,1,True,3
000011859.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011859.jpg,"[[143, 108, 190, 139]]",[True],Yes,Easy,Design,Disgusted,Animal,Neutral,No,Common,,1,False,1
000007658.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007658.jpg,"[[43.967, 103.535, 436.831, 262.382]]",[True],Yes,Medium,Accident,Scared,Robot,Neutral,Somewhat,Common,,1,True,3
000011676.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011676.jpg,"[[269, 196, 129, 112]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Somewhat,,1,True,1
000002013.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002013.jpg,"[[276, 163, 106, 170]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,3
000021300.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021300.jpg,"[[143, 200, 238, 217]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,False,2
000006363.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006363.jpg,"[[65.95, 254.582, 329.042, 136.864]]",[True],Yes,Easy,Design,Angry,Human-Adult,Neutral,Yes,Uncommon,['Interesting'],1,True,0
000011059.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011059.jpg,"[[49, 258, 183, 160], [279, 263, 195, 161]]","[True, False]",Several,Easy,Design,Happy,Animal,Neutral,No,Common,,2,False,3
000006398.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006398.jpg,"[[192, 198, 67, 50]]",[True],Yes,,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,2
000012890.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012890.jpg,"[[194, 162, 117, 77]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,False,0
000020604.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020604.jpg,"[[80, 182, 151, 83]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Uncommon,,1,True,0
000012865.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012865.jpg,"[[100, 184, 243, 157]]",[True],Yes,Hard,Accident,Happy,Animal,Neutral,No,Uncommon,,1,True,3
000015252.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015252.jpg,"[[117, 283, 156, 97], [0, 121, 85, 101]]","[True, False]",Several,Easy,Design,Happy,Human-Adult,Male,No,Common,,2,True,1
000014625.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014625.jpg,"[[78, 88, 370, 337]]",[True],Yes,Easy,Design,Happy,Human-Young,Male,Somewhat,Common,,1,True,2
000006614.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006614.jpg,"[[92, 233, 82, 108], [195, 245, 112, 122], [342, 223, 105, 124], [139.701, 143.247, 79.424, 96.443]]","[False, False, False, True]",Yes,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Common,,4,True,2
000019549.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019549.jpg,"[[101, 171, 255, 214]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Somewhat,,1,False,2
000011867.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011867.jpg,"[[306, 193, 106, 169]]",[True],Yes,Easy,Design,Neutral,Human-Old,Male,No,Uncommon,,1,True,0
000004681.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004681.jpg,"[[19, 149, 173, 176], [309, 184, 180, 145]]","[True, False]",Several,Medium,Design,Neutral,Robot,Neutral,No,Somewhat,,2,False,0
000002703.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002703.jpg,"[[42, 85, 426, 300]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,3
000016271.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016271.jpg,"[[278, 280, 57, 58]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Female,No,Uncommon,['Interesting'],1,True,0
000018698.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018698.jpg,"[[216, 273, 99, 96]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,1
000010080.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010080.jpg,"[[196, 218, 58, 68], [191, 7, 143, 124], [189, 333, 145, 132]]","[False, False, True]",Several,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],3,True,0
000004048.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004048.jpg,"[[152, 108, 248, 252]]",[True],Yes,Medium,Accident,Happy,Alien,Neutral,Somewhat,Somewhat,,1,False,3
000008157.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008157.jpg,"[[242, 98, 52, 108]]",[True],Yes,Easy,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],1,True,0
000011670.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011670.jpg,"[[223, 44, 123, 85], [419, 113, 87, 94]]","[True, False]",Several,Easy,Design,Happy,Other,Neutral,No,Common,,2,True,1
000025870.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025870.jpg,"[[320, 202, 146, 205], [102, 138, 144, 136]]","[True, False]",Several,Easy,Design,Surprised,Robot,Neutral,No,Somewhat,,2,True,3
000000197.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000197.jpg,"[[310, 206, 106, 127]]",[True],Yes,Hard,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,True,1
000003581.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003581.jpg,"[[262, 267, 218, 210], [34, 26, 217, 203]]","[True, False]",Several,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],2,True,1
000005354.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005354.jpg,"[[7, 172, 109, 182], [141, 182, 89, 183], [375, 179, 111, 242], [236, 160, 102, 231]]","[False, False, False, True]",Yes,Easy,Design,Scared,Cartoon,Neutral,No,Common,['Interesting'],4,True,1
000010724.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010724.jpg,"[[167, 97, 75, 156], [214, 97, 108, 156]]","[False, True]",Several,Easy,Accident,Other,Human-Adult,Male,Yes,Common,['Interesting'],2,True,2
000027017.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027017.jpg,"[[158, 113, 165, 164]]",[True],Yes,Easy,Accident,Neutral,Other,Neutral,No,Common,,1,False,2
000007351.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007351.jpg,"[[193, 173, 115, 90]]",[True],Yes,Hard,Accident,Happy,Human-Adult,Neutral,No,Uncommon,,1,True,1
000012664.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012664.jpg,"[[256, 246, 155, 123]]",[True],Yes,Easy,Design,Happy,Cartoon,,No,Common,,1,True,3
000013793.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013793.jpg,"[[80, 278, 105, 83]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,2
000011584.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011584.jpg,"[[159, 197, 182, 203]]",[True],Yes,Hard,Accident,Scared,Alien,Neutral,No,Uncommon,,1,True,3
000002979.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002979.jpg,"[[228, 236, 108, 194]]",[True],Yes,Easy,Accident,Scared,Other,Neutral,Yes,Uncommon,,1,True,0
000007860.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007860.jpg,"[[147.501, 218.416, 160.975, 114.171]]",[True],Yes,Medium,Accident,Angry,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000007247.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007247.jpg,"[[127, 100, 179, 260]]",[True],Yes,Hard,Accident,Sad,Human-Old,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1
000011559.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011559.jpg,"[[207, 81, 81, 222]]",[True],Yes,Medium,Design,Surprised,Other,Neutral,No,Common,,1,False,3
000007495.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007495.jpg,"[[268, 231, 59, 51], [214.161, 126.936, 90.77, 79.424]]","[False, True]",Yes,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],2,False,0
000004958.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004958.jpg,"[[116, 160, 257, 292]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,True,0
000025913.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025913.jpg,"[[169, 47, 177, 246]]",[True],Yes,Easy,Design,Happy,Human-Young,Male,Somewhat,Somewhat,,1,False,1
000007646.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007646.jpg,"[[160.266, 148.92, 156.011, 236.144]]",[True],Yes,Medium,Accident,Neutral,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000006361.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006361.jpg,"[[165.23, 160.266, 165.23, 107.789]]",[True],Yes,Medium,Accident,Scared,Alien,Neutral,Somewhat,Uncommon,['Interesting'],1,False,3
000024559.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024559.jpg,"[[195, 169, 227, 226]]",[True],Yes,Medium,Accident,Neutral,Human-Old,Male,No,Uncommon,,1,True,2
000011939.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011939.jpg,"[[171, 236, 193, 147]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,0
000024678.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024678.jpg,"[[151, 143, 209, 176]]",[True],Yes,,Design,Neutral,Other,Neutral,No,Common,,1,False,3
000027580.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027580.jpg,"[[398, 156, 111, 95]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,1
000021062.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021062.jpg,"[[201, 56, 64, 85]]",[True],Yes,Hard,Accident,Angry,Robot,Neutral,No,Uncommon,,1,True,2
000027004.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027004.jpg,"[[171, 162, 149, 204]]",[True],Yes,Easy,Design,Happy,Human-Adult,Male,Somewhat,Uncommon,,1,True,1
000005316.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005316.jpg,"[[121.263, 265.219, 273.729, 183.667]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Common,['Interesting'],1,True,2
000025328.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025328.jpg,"[[136, 176, 184, 180]]",[True],Yes,Easy,Design,Scared,Cartoon,Neutral,No,Common,,1,False,3
000005645.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005645.jpg,"[[75.169, 124.1, 329.751, 289.329]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,Somewhat,Uncommon,['Interesting'],1,True,0
000027905.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027905.jpg,"[[100, 63, 334, 358]]",[True],Yes,Medium,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,2
000010762.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010762.jpg,"[[291, 253, 64, 78], [134, 296, 135, 102], [216, 151, 108, 92]]","[True, False, False]",Several,Easy,Design,Happy,Other,Neutral,No,Common,,3,False,1
000015418.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015418.jpg,"[[170, 204, 205, 138]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,No,Uncommon,,1,True,1
000007845.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007845.jpg,"[[131.191, 156.011, 270.183, 231.889]]",[True],Yes,Easy,Design,Happy,Other,Neutral,Somewhat,Common,,1,False,0
000008319.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008319.jpg,"[[194, 149, 114, 136]]",[True],Yes,Hard,Accident,Surprised,Animal,Neutral,No,Somewhat,,1,True,0
000005036.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005036.jpg,"[[281, 194, 85, 93], [135, 196, 117, 107]]","[False, True]",Yes,Easy,Accident,Happy,Animal,Neutral,Yes,Uncommon,['Interesting'],2,True,3
000007549.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007549.jpg,"[[119.136, 119.136, 241.817, 184.376]]",[True],,Hard,Accident,Scared,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,0
000009650.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009650.jpg,"[[172, 302, 155, 116]]",[True],Yes,Hard,Accident,Scared,Alien,Neutral,Somewhat,Uncommon,,1,True,1
000018762.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018762.jpg,"[[110, 217, 275, 246]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,2
000022013.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022013.jpg,"[[80, 256, 156, 77], [178, 330, 149, 100]]","[True, False]",Several,Easy,Design,Angry,Human-Young,Male,No,Common,,2,True,3
000011902.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011902.jpg,"[[107, 147, 372, 296]]",[True],Yes,Medium,Design,Sad,Human-Adult,Male,No,Somewhat,,1,True,1
000008739.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008739.jpg,"[[188, 107, 138, 235]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Male,No,Uncommon,,1,True,1
000018562.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018562.jpg,"[[187, 259, 115, 98]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,False,2
000005964.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005964.jpg,"[[172.321, 165.939, 173.031, 173.031]]",[True],Yes,Easy,Design,Neutral,Human-Young,Male,Somewhat,Common,['Interesting'],1,False,3
000020003.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020003.jpg,"[[185, 128, 110, 152]]",[True],Yes,Medium,Accident,Scared,Human-Adult,Male,Somewhat,Uncommon,,1,True,1
000009053.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009053.jpg,"[[233, 203, 146, 145]]",[True],Yes,Easy,Design,Happy,Human-Adult,Male,Somewhat,Uncommon,,1,False,3
000023993.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023993.jpg,"[[104, 149, 311, 246]]",[True],Yes,Easy,Design,Angry,Alien,Neutral,No,Common,,1,False,2
000016949.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016949.jpg,"[[150, 182, 221, 234]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,True,2
000004624.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004624.jpg,"[[121, 140, 281, 250]]",[True],Yes,Medium,Design,Neutral,Other,Neutral,Somewhat,Somewhat,,1,True,0
000008559.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008559.jpg,"[[196, 103, 136, 292]]",[True],Yes,Hard,Accident,Surprised,Alien,Neutral,No,Uncommon,,1,True,0
000002476.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002476.jpg,"[[173, 121, 109, 288]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,No,Common,,1,False,1
000001474.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001474.jpg,"[[143, 179, 115, 86]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,1
000003481.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003481.jpg,"[[188, 130, 178, 284]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,Somewhat,Uncommon,,1,True,1
000000337.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000337.jpg,"[[67, 156, 360, 332]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,0
000006050.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006050.jpg,"[[80.133, 130.482, 361.662, 316.277]]",[True],Yes,Easy,Accident,Neutral,Alien,Neutral,Somewhat,Uncommon,['Interesting'],1,False,0
000011684.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011684.jpg,"[[189, 108, 225, 152]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,0
000009681.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009681.jpg,"[[132, 134, 248, 260]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,True,3
000013409.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013409.jpg,"[[3, 239, 263, 260]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,,1,True,1
000011103.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011103.jpg,"[[155, 44, 236, 243]]",[True],Yes,Easy,Accident,Scared,Human-Adult,Male,No,Common,['Interesting'],1,False,3
000027732.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027732.jpg,"[[207, 162, 157, 142], [393, 218, 116, 109]]","[True, False]",Several,Easy,Design,Happy,Cartoon,Neutral,Yes,Common,,2,True,3
000004615.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004615.jpg,"[[258, 260, 115, 154]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,True,0
000023820.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023820.jpg,"[[225, 234, 107, 82], [352, 214, 93, 68]]","[True, False]",Several,Easy,Design,Happy,Human-Young,Male,No,Common,,2,True,2
000003030.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003030.jpg,"[[202, 274, 130, 112]]",[True],Yes,Medium,Accident,Happy,Robot,Neutral,Somewhat,Somewhat,,1,False,3
000012823.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012823.jpg,"[[94, 135, 293, 284]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,0
000008838.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008838.jpg,"[[277, 363, 164, 122]]",[True],Yes,Easy,Design,Happy,Human-Young,Female,No,Common,,1,True,0
000005413.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005413.jpg,"[[277.983, 211.324, 96.444, 137.574]]",[True],Yes,Easy,Accident,Sad,Human-Adult,Neutral,Somewhat,Common,['Interesting'],1,False,3
000014911.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014911.jpg,"[[171, 170, 191, 141]]",[True],Yes,Easy,Design,Scared,Animal,Neutral,No,Common,,1,True,3
